SampleID URINE_V2_Benzoic_acid URINE_V2_Adenosine URINE_V2_Fumaric_acid URINE_V2_Trigonelline URINE_V2_2_Oxoglutaric_acid URINE_V2_2_Furoylglycine URINE_V2_Myo_Inositol URINE_V2_Allantoin URINE_V2_Arginine URINE_V2_1_Methyladenosine URINE_V2_D_Mannose URINE_V2_D_Glucose URINE_V2_Dimethylamine URINE_V2_Formic_acid URINE_V2_Valine URINE_V2_Methionine URINE_V2_Acetic_acid URINE_V2_1_Methylnicotinamide URINE_V2_Pyruvic_acid URINE_V2_Succinic_acid URINE_V2_Glycine URINE_V2_Acetoacetic_acid URINE_V2_Creatine URINE_V2_D_Galactose URINE_V2_4_Aminobutyric_acid URINE_V2_Inosine URINE_V2_N,N_Dimethylglycine URINE_V2_D_Lactose URINE_V2_Taurine URINE_V2_2_Methylsuccinic_acid URINE_V2_Tartaric_acid URINE_V2_1_Methylhistidine URINE_V2_D_Mannitol URINE_V2_Caffeine URINE_V2_Betaine URINE_V2_Alanine URINE_V2_Imidazole URINE_V2_Guanidinoacetic_acid URINE_V2_Allopurinol_Zyloprim URINE_V2_Sarcosine URINE_V2_Lactic_acid URINE_V2_Oxaloacetic_acid URINE_V2_Acetone URINE_V2_3_Hydroxybutyric_acid URINE_V2_Proline_betaine URINE_V2_D_Mandelic_acid URINE_V2_Trimethylamine URINE_V2_Hippuric_acid URINE_V2_Citric_acid NA
x20MCx2016 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 21.920310216799997 12 4 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 120 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 5 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 10 15 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 17 2 70.7106781187 48 1.4142135624 1.4142135624 590 140 NA
x14MCx2269 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 21.920310216799997 7.071067811900001 3 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 6 92 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 270 54 12 32 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 42 2 70.7106781187 17.6776695297 1.4142135624 1.4142135624 390 650 NA
x13MCx2699 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 230 21.920310216799997 20 4 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 5 120 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 7 67.8822509939 190 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 43 65 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 4 70.7106781187 54 1.4142135624 1.4142135624 850 430 NA
x20MCx2791 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 54 21.920310216799997 14 5 12.7279220614 10 22.627416998 6.3639610307000005 3.5355339059 100 9.8994949366 260 30.405591591 14.142135623699998 13.4350288425 10 67.8822509939 98.9949493661 33.941125497 91 10.6066017178 127.2792206136 31.8198051534 19 34 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 38 3 70.7106781187 17.6776695297 1.4142135624 1.4142135624 120.2081528017 510 NA
x10MCx2925 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 11 24.041630560300003 21.920310216799997 7.071067811900001 1.4142135624 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 64 9.8994949366 62 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 6 10.6066017178 127.2792206136 31.8198051534 18 16 33.941125497 110 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 1.4142135624 70.7106781187 70 1.4142135624 1.4142135624 120.2081528017 190 NA
x10MCx3012 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
x20MCx1780 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 34 21.920310216799997 53 5 12.7279220614 11 22.627416998 6.3639610307000005 5 90 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 8 67.8822509939 98.9949493661 33.941125497 230 10.6066017178 280 31.8198051534 26 29 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 52 3 70.7106781187 17.6776695297 1.4142135624 1.4142135624 280 400 NA
x10MCx2169 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 44 58 10 4 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 140 9.8994949366 250 30.405591591 14.142135623699998 13.4350288425 6 67.8822509939 98.9949493661 33.941125497 8 10.6066017178 127.2792206136 31.8198051534 15 32 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 1.4142135624 70.7106781187 17.6776695297 1.4142135624 1.4142135624 220 400 NA
x11MCx3134 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 5300 21.920310216799997 18 4 12.7279220614 9 22.627416998 13 3.5355339059 54 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 8 67.8822509939 98.9949493661 33.941125497 160 10.6066017178 127.2792206136 270 56 74 33.941125497 300 7.071067811900001 1.4142135624 350 12.0208152802 1.4142135624 70.7106781187 38 1.4142135624 1.4142135624 120.2081528017 280 NA
x13MCx2625 7.071067811900001 275.7716446628 1.4142135624 36 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 35 33 21 3 12.7279220614 7 22.627416998 6.3639610307000005 3.5355339059 65 9.8994949366 60 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 13 19 33.941125497 70.7106781187 7.071067811900001 2 34.6482322781 20 1.4142135624 70.7106781187 17.6776695297 1.4142135624 1.4142135624 250 28.2842712475 NA
x12MCx1347 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
x20MCx2214 7.071067811900001 275.7716446628 1.4142135624 54 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 170 34 13 4 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 66 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 8 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 27 61 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 30 2 70.7106781187 17.6776695297 1.4142135624 1.4142135624 390 160 NA
x30MCx2532 7.071067811900001 275.7716446628 1.4142135624 45 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 21.920310216799997 10 2 12.7279220614 22 22.627416998 6.3639610307000005 5 46 9.8994949366 110 30.405591591 14.142135623699998 13.4350288425 6 67.8822509939 160 33.941125497 190 10.6066017178 127.2792206136 31.8198051534 11 11 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 24 3 70.7106781187 17.6776695297 1.4142135624 1.4142135624 120.2081528017 300 NA
x10MCx3028 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 21.920310216799997 11 1.4142135624 12.7279220614 6 22.627416998 6.3639610307000005 3.5355339059 24.041630560300003 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 6 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 9 7.071067811900001 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 1.4142135624 70.7106781187 57 1.4142135624 1.4142135624 120.2081528017 190 NA
x13MCx2582 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 48 21.920310216799997 7.071067811900001 3 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 38 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 14 10.6066017178 127.2792206136 31.8198051534 8 14 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 21 1.4142135624 70.7106781187 35 1.4142135624 1.4142135624 190 170 NA
x13MCx2252 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 37 21.920310216799997 10 3 12.7279220614 5 22.627416998 6.3639610307000005 3.5355339059 72 9.8994949366 86 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 64 10.6066017178 127.2792206136 31.8198051534 8 18 33.941125497 70.7106781187 7.071067811900001 3 34.6482322781 12.0208152802 1.4142135624 70.7106781187 17.6776695297 1.4142135624 1.4142135624 1400 28.2842712475 NA
x20MCx2642 7.071067811900001 275.7716446628 1.4142135624 40 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 35 21.920310216799997 18 4 12.7279220614 7 22.627416998 6.3639610307000005 5 99 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 6 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 9 18 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 42 2 70.7106781187 17.6776695297 1.4142135624 1.4142135624 440 340 NA
x10MCx1254 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 39 21.920310216799997 15 4 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 81 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 6 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 7 21 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 2 70.7106781187 17.6776695297 1.4142135624 1.4142135624 170 460 NA
x20MCx2309 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 38 21.920310216799997 7.071067811900001 1.4142135624 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 24.041630560300003 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 5 67.8822509939 140 33.941125497 66 10.6066017178 127.2792206136 31.8198051534 4.9497474683 7.071067811900001 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 32 3 70.7106781187 17.6776695297 1.4142135624 1.4142135624 120.2081528017 63 NA
x20MCx1422 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 1400 21.920310216799997 7.071067811900001 3 12.7279220614 5 22.627416998 6.3639610307000005 3.5355339059 34 14 35.3553390593 30.405591591 14.142135623699998 13.4350288425 5 67.8822509939 98.9949493661 33.941125497 5 10.6066017178 127.2792206136 84 24 50 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 30 1.4142135624 70.7106781187 17.6776695297 1.4142135624 1.4142135624 170 150 NA
x20MCx1115 7.071067811900001 275.7716446628 1.4142135624 59 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 21.920310216799997 13 2 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 24.041630560300003 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 28 10.6066017178 127.2792206136 31.8198051534 9 13 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 1.4142135624 70.7106781187 17.6776695297 1.4142135624 1.4142135624 400 230 NA
x10MCx1388 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 40 21.920310216799997 19 5 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 220 9.8994949366 570 30.405591591 14.142135623699998 13.4350288425 6 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 22 36 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 1.4142135624 70.7106781187 41 1.4142135624 1.4142135624 120.2081528017 220 NA
x20MCx2652 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
x30MCx1218 7.071067811900001 275.7716446628 1.4142135624 39 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 44 21.920310216799997 13 4 12.7279220614 12 22.627416998 6.3639610307000005 5 59 25 35.3553390593 30.405591591 14.142135623699998 13.4350288425 9 67.8822509939 98.9949493661 33.941125497 33 10.6066017178 127.2792206136 31.8198051534 21 43 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 37 3 70.7106781187 17.6776695297 1.4142135624 1.4142135624 600 110 NA
x11MCx2056 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
x30MCx1748 7.071067811900001 275.7716446628 1.4142135624 49 65.0538238692 56 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 59 21.920310216799997 19 4 12.7279220614 11 22.627416998 12 15 130 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 6 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 36 52 33.941125497 420 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 2 70.7106781187 17.6776695297 1.4142135624 1.4142135624 350 500 NA
x10MCx2392 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 34 21.920310216799997 13 4 12.7279220614 8 22.627416998 6.3639610307000005 3.5355339059 60 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 10 67.8822509939 98.9949493661 33.941125497 110 10.6066017178 127.2792206136 31.8198051534 22 17 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 18 4 70.7106781187 64 1.4142135624 1.4142135624 380 250 NA
x30MCx1180 7.071067811900001 275.7716446628 1.4142135624 150 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 56 24 4 12.7279220614 12 22.627416998 6.3639610307000005 12 140 23 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 3.5355339059 31 127.2792206136 31.8198051534 18 14 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 51 3 70.7106781187 17.6776695297 1.4142135624 1.4142135624 600 130 NA
x30MCx1201 7.071067811900001 275.7716446628 1.4142135624 49 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 44 21.920310216799997 20 2 12.7279220614 6 22.627416998 6.3639610307000005 3.5355339059 83 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 6 10.6066017178 127.2792206136 31.8198051534 9 30 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 17 1.4142135624 70.7106781187 17.6776695297 1.4142135624 1.4142135624 460 200 NA
x20MCx3067 7.071067811900001 275.7716446628 1.4142135624 73 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 41 37 12 3 12.7279220614 8 22.627416998 6.3639610307000005 6 43 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 7 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 190 31.8198051534 14 15 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 36 2 70.7106781187 17.6776695297 1.4142135624 1.4142135624 330 240 NA
x20MCx1670 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 21.920310216799997 7.071067811900001 2 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 40 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 13 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 4.9497474683 20 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 1.4142135624 70.7106781187 17.6776695297 1.4142135624 1.4142135624 120.2081528017 130 NA
x20MCx1332 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 150 21.920310216799997 30 3 12.7279220614 10 22.627416998 6.3639610307000005 6 130 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 6 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 4.9497474683 26 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 47 4 70.7106781187 17.6776695297 2 1.4142135624 680 250 NA
x10MCx2613 7.071067811900001 275.7716446628 4 36 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 47 21.920310216799997 15 4 12.7279220614 8 22.627416998 16 8 240 9.8994949366 120 30.405591591 14.142135623699998 13.4350288425 10 67.8822509939 98.9949493661 33.941125497 18 10.6066017178 127.2792206136 56 24 40 33.941125497 110 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 4 70.7106781187 26 1.4142135624 1.4142135624 370 570 NA
x12MCx1480 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 1500 34 7.071067811900001 4 12.7279220614 20 22.627416998 6.3639610307000005 3.5355339059 76 39 35.3553390593 30.405591591 14.142135623699998 13.4350288425 7 180 320 33.941125497 3.5355339059 55 127.2792206136 99 12 37 33.941125497 70.7106781187 7.071067811900001 3 34.6482322781 120 3 70.7106781187 17.6776695297 1.4142135624 1.4142135624 340 120 NA
x14MCx2818 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 21.920310216799997 10 3 12.7279220614 6 22.627416998 6.3639610307000005 3.5355339059 140 14 35.3553390593 30.405591591 14.142135623699998 13.4350288425 7 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 13 31 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 34 2 70.7106781187 31 1.4142135624 1.4142135624 200 340 NA
x14MCx1551 7.071067811900001 275.7716446628 1.4142135624 37 65.0538238692 27.5771644663 3111.2698372208 25 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 40 23 3 12.7279220614 10 22.627416998 6.3639610307000005 6 110 19 35.3553390593 30.405591591 14.142135623699998 13.4350288425 5 67.8822509939 98.9949493661 33.941125497 5 10.6066017178 127.2792206136 31.8198051534 4.9497474683 27 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 40 3 70.7106781187 42 1.4142135624 1.4142135624 440 340 NA
x10MCx1530 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 140 31 17 5 12.7279220614 8 22.627416998 6.3639610307000005 3.5355339059 180 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 27 44 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 26 1.4142135624 70.7106781187 58 1.4142135624 1.4142135624 120.2081528017 280 NA
x30MCx1791 7.071067811900001 275.7716446628 1.4142135624 69 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 61 32 13 3 12.7279220614 19 22.627416998 6.3639610307000005 9 81 15 35.3553390593 30.405591591 14.142135623699998 13.4350288425 6 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 16 18 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 49 3 70.7106781187 110 1.4142135624 1.4142135624 920 400 NA
x20MCx1572 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
x10MCx2566 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
x30MCx3297 7.071067811900001 275.7716446628 1.4142135624 280 65.0538238692 89 3111.2698372208 27 530.3300858899 3.5355339059 4.2426406871 52 32 18 1.4142135624 12.7279220614 11 22.627416998 6.3639610307000005 7 130 22 35.3553390593 30.405591591 14.142135623699998 13.4350288425 5 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 13 24 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 21 1.4142135624 70.7106781187 39 1.4142135624 1.4142135624 570 170 NA
x30MCx1712 7.071067811900001 275.7716446628 1.4142135624 67 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 40 45 40 2 12.7279220614 7 22.627416998 6.3639610307000005 3.5355339059 72 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 6 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 51 14 37 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 28 3 70.7106781187 17.6776695297 1.4142135624 1.4142135624 420 230 NA
x20MCx1717 7.071067811900001 275.7716446628 1.4142135624 48 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 21.920310216799997 7.071067811900001 2 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 3.5355339059 55 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 75 10.6066017178 127.2792206136 31.8198051534 4.9497474683 12 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 17 3 70.7106781187 17.6776695297 1.4142135624 1.4142135624 340 280 NA
x30MCx1664 7.071067811900001 275.7716446628 1.4142135624 36 65.0538238692 27.5771644663 3111.2698372208 18 530.3300858899 3.5355339059 4.2426406871 24.041630560300003 33 21 5 12.7279220614 9 22.627416998 6.3639610307000005 3.5355339059 110 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 6 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 31.8198051534 13 20 33.941125497 70.7106781187 12 1.4142135624 34.6482322781 18 3 70.7106781187 17.6776695297 1.4142135624 1.4142135624 450 370 NA
x10MCx1908 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
x20MCx2759 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 58 21.920310216799997 11 3 12.7279220614 6 22.627416998 6.3639610307000005 3.5355339059 69 9.8994949366 35.3553390593 30.405591591 14.142135623699998 13.4350288425 3.5355339059 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 190 31.8198051534 4.9497474683 33 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 55 2 70.7106781187 17.6776695297 1.4142135624 1.4142135624 180 160 NA
x12MCx1764 7.071067811900001 275.7716446628 1.4142135624 24.7487373415 65.0538238692 27.5771644663 3111.2698372208 19 530.3300858899 3.5355339059 4.2426406871 41 32 22 1.4142135624 12.7279220614 3.5355339059 22.627416998 6.3639610307000005 6 46 9.8994949366 35.3553390593 30.405591591 34 13.4350288425 10 67.8822509939 98.9949493661 33.941125497 26 10.6066017178 127.2792206136 31.8198051534 8 22 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 39 2 70.7106781187 72 1.4142135624 1.4142135624 180 280 NA
x30MCx1170 7.071067811900001 275.7716446628 3 130 65.0538238692 27.5771644663 3111.2698372208 17 530.3300858899 3.5355339059 9 50 21.920310216799997 29 3 12.7279220614 17 22.627416998 6.3639610307000005 7 120 15 35.3553390593 30.405591591 14.142135623699998 13.4350288425 6 67.8822509939 98.9949493661 33.941125497 56 10.6066017178 127.2792206136 31.8198051534 21 25 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 23 3 70.7106781187 17.6776695297 1.4142135624 1.4142135624 420 360 NA
x20MCx2603 7.071067811900001 275.7716446628 1.4142135624 61 65.0538238692 27.5771644663 3111.2698372208 12.0208152802 530.3300858899 3.5355339059 4.2426406871 39 21.920310216799997 14 3 12.7279220614 7 22.627416998 6.3639610307000005 12 64 9.8994949366 57 30.405591591 14.142135623699998 13.4350288425 6 67.8822509939 98.9949493661 33.941125497 3.5355339059 10.6066017178 127.2792206136 45 4.9497474683 17 33.941125497 70.7106781187 7.071067811900001 1.4142135624 34.6482322781 12.0208152802 2 70.7106781187 55 1.4142135624 1.4142135624 1000 320 NA
